Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment_x,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,Profit Margin,Price,Delivery Time,Discount Category,Profit Without Discount,Sales Without Discount,Profit Margin Without Discount,Recency_x,Recency_y,Frequency,Monetary,R,F,M,RFM_Score,Segment_y
1898,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,Ryan Akin,Consumer,Miami,Florida,South,OFF-EN-10001749,Office Supplies,Envelopes,Jiffy Padded Mailers with Self-Seal Closure,29.808,2,0.2,10.8054,2014,8,36.25000000000001,14.904,4 days,Medium Discount,16.767000000000003,59.616,56.250000000000014,1158 days,61,5,1686.9225,3,2,2,322,Needs Attention
1899,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,Ryan Akin,Consumer,Miami,Florida,South,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,505.176,4,0.7,-336.784,2014,8,-66.66666666666666,126.294,4 days,High Discount (>20%),16.839200000000005,1010.352,3.333333333333335,1158 days,61,5,1686.9225,3,2,2,322,Needs Attention
1900,CA-2014-169775,2014-08-29,2014-09-02,Second Class,RA-19945,Ryan Akin,Consumer,Miami,Florida,South,FUR-TA-10001857,Furniture,Tables,Balt Solid Wood Rectangular Table,174.0585,3,0.45,-110.7645,2014,8,-63.63636363636363,58.0195,4 days,High Discount (>20%),-32.43817499999999,348.117,-18.63636363636363,1158 days,61,5,1686.9225,3,2,2,322,Needs Attention
1901,CA-2016-140543,2016-06-29,2016-07-03,Second Class,Co-12640,Corey-Lock,Consumer,Florence,South Carolina,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,191.88,6,0.0,19.188,2016,6,10.0,31.98,4 days,No Discount,19.188,383.76,10.0,740 days,549,5,1300.076,1,2,2,122,Hibernating
1910,CA-2017-105886,2017-12-18,2017-12-23,Standard Class,DB-13660,Duane Benoit,Consumer,Oceanside,New York,East,FUR-FU-10001037,Furniture,Furnishings,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",18.96,2,0.0,8.532,2017,12,44.99999999999999,9.48,5 days,No Discount,8.532,37.92,44.99999999999999,1280 days,12,7,1155.202,5,4,2,542,Loyal
1914,CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,Erica Hackney,Consumer,Roswell,Georgia,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,149.95,5,0.0,65.978,2014,1,44.0,29.99,2 days,No Discount,65.978,299.9,44.0,1040 days,405,6,825.9499999999999,1,3,1,131,At Risk
1918,CA-2015-105634,2015-11-08,2015-11-14,Standard Class,HA-14905,Helen Abelman,Consumer,Franklin,Massachusetts,East,OFF-AR-10001573,Office Supplies,Art,American Pencil,11.65,5,0.0,3.3785,2015,11,28.999999999999996,2.33,6 days,No Discount,3.3785,23.3,28.999999999999996,1210 days,69,7,2163.3,3,4,3,343,Needs Attention
1925,CA-2017-126865,2017-12-05,2017-12-07,Second Class,NP-18325,Naresj Patel,Consumer,San Diego,California,West,OFF-PA-10003039,Office Supplies,Paper,Xerox 1960,92.94,3,0.0,41.823,2017,12,45.0,30.98,2 days,No Discount,41.823,185.88,45.0,1302 days,25,6,5529.62,5,3,5,535,Loyal
1927,US-2016-139710,2016-06-09,2016-06-15,Standard Class,GM-14680,Greg Matthias,Consumer,Los Angeles,California,West,TEC-PH-10001198,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665,2016,6,11.25,59.16,6 days,Medium Discount,55.462500000000006,354.96,31.250000000000007,1178 days,152,6,3163.628,2,3,4,234,At Risk
1928,CA-2017-121538,2017-11-28,2017-12-01,First Class,RH-19495,Rick Hansen,Consumer,Denver,Colorado,West,OFF-PA-10004071,Office Supplies,Paper,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",88.768,2,0.2,31.0688,2017,11,35.0,44.384,3 days,Medium Discount,48.8224,177.536,55.00000000000001,1193 days,32,5,3621.3759999999997,4,2,4,424,Promising
1932,CA-2016-152121,2016-11-27,2016-11-29,Second Class,CC-12670,Craig Carreira,Consumer,Scottsdale,Arizona,West,TEC-PH-10002483,Technology,Phones,Motorola Moto X,271.992,1,0.2,23.7993,2016,11,8.75,271.992,2 days,Medium Discount,78.19770000000001,543.984,28.750000000000004,1074 days,29,7,2269.7015,4,3,3,433,Loyal
1933,CA-2017-161200,2017-08-06,2017-08-10,Second Class,SV-20365,Seth Vernon,Consumer,Lafayette,Louisiana,South,FUR-BO-10000468,Furniture,Bookcases,O'Sullivan 2-Shelf Heavy-Duty Bookcases,145.74,3,0.0,23.3184,2017,8,16.0,48.580000000000005,4 days,No Discount,23.3184,291.48,16.0,1348 days,101,10,11470.949999999999,2,5,5,255,Can't Lose Them
1934,CA-2017-161200,2017-08-06,2017-08-10,Second Class,SV-20365,Seth Vernon,Consumer,Lafayette,Louisiana,South,FUR-FU-10001706,Furniture,Furnishings,Longer-Life Soft White Bulbs,15.4,5,0.0,7.392,2017,8,48.00000000000001,3.08,4 days,No Discount,7.392,30.8,48.00000000000001,1348 days,101,10,11470.949999999999,2,5,5,255,Can't Lose Them
1938,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,West,OFF-BI-10002082,Office Supplies,Binders,GBC Twin Loop Wire Binding Elements,19.968,2,0.7,-13.312,2016,7,-66.66666666666666,9.984,4 days,High Discount (>20%),0.6655999999999995,39.936,3.3333333333333313,1177 days,46,10,8697.842999999999,4,5,5,455,Loyal
1939,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,West,OFF-ST-10001505,Office Supplies,Storage,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",33.488,7,0.2,-1.2558,2016,7,-3.75,4.784,4 days,Medium Discount,5.441800000000001,66.976,16.250000000000004,1177 days,46,10,8697.842999999999,4,5,5,455,Loyal
1940,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,West,OFF-BI-10001634,Office Supplies,Binders,Wilson Jones Active Use Binders,8.736,4,0.7,-6.1152,2016,7,-70.0,2.184,4 days,High Discount (>20%),0.0,17.472,0.0,1177 days,46,10,8697.842999999999,4,5,5,455,Loyal
1941,CA-2016-112109,2016-07-08,2016-07-12,Standard Class,JE-15715,Joe Elijah,Consumer,Broomfield,Colorado,West,FUR-CH-10004287,Furniture,Chairs,SAFCO Arco Folding Chair,662.88,3,0.2,74.574,2016,7,11.25,220.96,4 days,Medium Discount,207.14999999999998,1325.76,31.249999999999993,1177 days,46,10,8697.842999999999,4,5,5,455,Loyal
1959,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,16.2,3,0.0,7.776,2017,9,48.0,5.3999999999999995,5 days,No Discount,7.776,32.4,48.0,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1960,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,OFF-AP-10004785,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",33.99,3,0.0,14.6157,2017,9,43.0,11.33,5 days,No Discount,14.6157,67.98,43.0,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1961,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,TEC-AC-10003023,Technology,Accessories,Logitech G105 Gaming Keyboard,296.85,5,0.0,53.433,2017,9,18.0,59.370000000000005,5 days,No Discount,53.433,593.7,18.0,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1962,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,TEC-AC-10002217,Technology,Accessories,Imation Clip USB flash drive - 8 GB,112.8,6,0.0,6.768,2017,9,6.0,18.8,5 days,No Discount,6.768,225.6,6.0,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1963,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,OFF-BI-10002954,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,13.71,3,0.0,6.5808,2017,9,48.0,4.57,5 days,No Discount,6.5808,27.42,48.0,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1964,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,OFF-PA-10002586,Office Supplies,Paper,Xerox 1970,24.9,5,0.0,11.703,2017,9,47.0,4.9799999999999995,5 days,No Discount,11.703,49.8,47.0,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1965,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,286.29,3,0.0,17.1774,2017,9,5.999999999999999,95.43,5 days,No Discount,17.1774,572.58,5.999999999999999,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1966,CA-2017-110905,2017-09-10,2017-09-15,Second Class,RW-19690,Robert Waldorf,Consumer,Springfield,Missouri,Central,OFF-AP-10003281,Office Supplies,Appliances,Acco 6 Outlet Guardian Standard Surge Suppressor,24.18,2,0.0,7.254,2017,9,30.0,12.09,5 days,No Discount,7.254,48.36,30.0,500 days,79,5,3495.646,3,2,4,324,Needs Attention
1967,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,East,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,281.97,3,0.0,78.9516,2017,12,27.999999999999996,93.99000000000001,7 days,No Discount,78.9516,563.94,27.999999999999996,1005 days,9,10,2332.577,5,5,3,553,Loyal
1968,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,East,OFF-SU-10000898,Office Supplies,Supplies,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",69.5,5,0.0,20.155,2017,12,29.000000000000004,13.9,7 days,No Discount,20.155,139.0,29.000000000000004,1005 days,9,10,2332.577,5,5,3,553,Loyal
1969,CA-2017-165841,2017-12-21,2017-12-28,Standard Class,DB-13210,Dean Braden,Consumer,Paterson,New Jersey,East,OFF-PA-10001144,Office Supplies,Paper,Xerox 1913,166.44,3,0.0,79.8912,2017,12,48.0,55.48,7 days,No Discount,79.8912,332.88,48.0,1005 days,9,10,2332.577,5,5,3,553,Loyal
1970,CA-2017-117485,2017-09-23,2017-09-29,Standard Class,BD-11320,Bill Donatelli,Consumer,Tulsa,Oklahoma,Central,TEC-AC-10004659,Technology,Accessories,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,4,0.0,102.186,2017,9,35.0,72.99,6 days,No Discount,102.186,583.92,35.0,911 days,33,12,5718.521,4,5,5,455,Loyal
1973,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,Central,OFF-BI-10001249,Office Supplies,Binders,Avery Heavy-Duty EZD View Binder with Locking Rings,5.104,4,0.8,-8.6768,2014,12,-170.0,1.276,5 days,High Discount (>20%),-4.5935999999999995,10.208,-89.99999999999999,1071 days,112,6,385.43,2,3,1,231,At Risk
1974,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.896,2,0.2,0.4706,2014,12,16.25,1.448,5 days,Medium Discount,1.0498,5.792,36.25000000000001,1071 days,112,6,385.43,2,3,1,231,At Risk
1975,CA-2014-148950,2014-12-14,2014-12-19,Standard Class,JD-16015,Joy Daniels,Consumer,Chicago,Illinois,Central,TEC-AC-10002718,Technology,Accessories,Belkin Standard 104 key USB Keyboard,35.016,3,0.2,-2.1885,2014,12,-6.25,11.671999999999999,5 days,Medium Discount,4.8147,70.032,13.750000000000002,1071 days,112,6,385.43,2,3,1,231,At Risk
1979,CA-2015-109939,2015-05-08,2015-05-12,Standard Class,AA-10375,Allen Armold,Consumer,Salem,Oregon,West,OFF-AR-10000127,Office Supplies,Art,Newell 321,5.248,2,0.2,0.5904,2015,5,11.25,2.624,4 days,Medium Discount,1.6400000000000001,10.496,31.25,1330 days,19,9,1056.39,5,5,2,552,Loyal
1980,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,Kean Takahito,Consumer,Glendale,Arizona,West,FUR-CH-10004086,Furniture,Chairs,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,933.536,4,0.2,105.0228,2016,4,11.250000000000002,233.384,0 days,Medium Discount,291.73,1867.072,31.250000000000007,818 days,391,7,3057.1,1,4,4,144,Can't Lose Them
1981,CA-2016-112669,2016-04-14,2016-04-14,Same Day,KT-16465,Kean Takahito,Consumer,Glendale,Arizona,West,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",42.976,4,0.2,4.2976,2016,4,10.0,10.744,0 days,Medium Discount,12.892800000000001,85.952,30.000000000000004,818 days,391,7,3057.1,1,4,4,144,Can't Lose Them
1983,CA-2014-122749,2014-12-03,2014-12-09,Standard Class,NG-18430,Nathan Gelder,Consumer,Oklahoma City,Oklahoma,Central,TEC-PH-10003811,Technology,Phones,Jabra Supreme Plus Driver Edition Headset,479.96,4,0.0,134.3888,2014,12,28.000000000000004,119.99,6 days,No Discount,134.3888,959.92,28.000000000000004,1084 days,48,5,1395.9379999999999,3,2,2,322,Needs Attention
1987,CA-2016-147417,2016-07-25,2016-07-27,First Class,CB-12415,Christy Brittain,Consumer,Columbus,Ohio,East,TEC-CO-10001449,Technology,Copiers,Hewlett Packard LaserJet 3310 Copier,1439.976,4,0.4,191.9968,2016,7,13.333333333333334,359.994,2 days,High Discount (>20%),767.9872,2879.952,53.333333333333336,760 days,26,8,1949.2,4,4,3,443,Loyal
1988,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-BI-10002393,Office Supplies,Binders,Binder Posts,17.22,3,0.0,7.9212,2015,11,46.0,5.739999999999999,4 days,No Discount,7.9212,34.44,46.0,1167 days,28,9,3255.31,4,5,4,454,Loyal
1989,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,FUR-TA-10002855,Furniture,Tables,Bevis Round Conference Table Top & Single Column Base,1024.38,7,0.0,215.1198,2015,11,20.999999999999996,146.34,4 days,No Discount,215.1198,2048.76,20.999999999999996,1167 days,28,9,3255.31,4,5,4,454,Loyal
1990,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-EN-10000781,Office Supplies,Envelopes,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",26.22,3,0.0,12.3234,2015,11,47.0,8.74,4 days,No Discount,12.3234,52.44,47.0,1167 days,28,9,3255.31,4,5,4,454,Loyal
1991,CA-2015-127509,2015-11-09,2015-11-13,Standard Class,AS-10090,Adam Shillingsburg,Consumer,Springfield,Missouri,Central,OFF-PA-10002160,Office Supplies,Paper,Xerox 1978,17.34,3,0.0,8.4966,2015,11,49.00000000000001,5.78,4 days,No Discount,8.4966,34.68,49.00000000000001,1167 days,28,9,3255.31,4,5,4,454,Loyal
1992,CA-2017-111374,2017-02-24,2017-02-28,Standard Class,CB-12415,Christy Brittain,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",4.956,4,0.7,-3.7996,2017,2,-76.66666666666666,1.239,4 days,High Discount (>20%),-0.3303999999999996,9.912,-6.666666666666658,760 days,26,8,1949.2,4,4,3,443,Loyal
1996,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,Joy Smith,Consumer,Houston,Texas,Central,OFF-AP-10002534,Office Supplies,Appliances,3.6 Cubic Foot Counter Height Office Refrigerator,294.62,5,0.8,-766.012,2017,12,-259.99999999999994,58.924,2 days,High Discount (>20%),-530.3159999999999,589.24,-179.99999999999997,1374 days,28,6,2516.494,4,3,3,433,Loyal
1997,US-2017-147221,2017-12-02,2017-12-04,Second Class,JS-16030,Joy Smith,Consumer,Houston,Texas,Central,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,8.752,4,0.6,-3.7196,2017,12,-42.49999999999999,2.188,2 days,High Discount (>20%),1.5316,17.504,17.5,1374 days,28,6,2516.494,4,3,3,433,Loyal
2001,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,Pasadena,California,West,TEC-AC-10001767,Technology,Accessories,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,199.95,5,0.0,21.9945,2017,4,11.0,39.989999999999995,7 days,No Discount,21.9945,399.9,11.0,1184 days,21,7,5420.514,5,4,5,545,Champions
2002,CA-2017-166128,2017-04-11,2017-04-18,Standard Class,LW-17215,Luke Weiss,Consumer,Pasadena,California,West,OFF-AR-10001221,Office Supplies,Art,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",41.86,7,0.0,14.2324,2017,4,34.0,5.9799999999999995,7 days,No Discount,14.2324,83.72,34.0,1184 days,21,7,5420.514,5,4,5,545,Champions
2003,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,South,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0.0,9.594,2017,12,10.0,31.98,3 days,No Discount,9.594,191.88,10.0,862 days,5,7,1244.086,5,4,2,542,Loyal
2004,CA-2017-163510,2017-12-25,2017-12-28,Second Class,JW-15955,Joni Wasserman,Consumer,Louisville,Kentucky,South,FUR-CH-10001146,Furniture,Chairs,"Global Value Mid-Back Manager's Chair, Gray",304.45,5,0.0,76.1125,2017,12,25.0,60.89,3 days,No Discount,76.1125,608.9,25.0,862 days,5,7,1244.086,5,4,2,542,Loyal
2008,CA-2017-165386,2017-08-03,2017-08-04,First Class,CM-12190,Charlotte Melton,Consumer,Chicago,Illinois,Central,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",183.372,2,0.3,-36.6744,2017,8,-20.0,91.686,1 days,High Discount (>20%),18.337200000000003,366.744,10.0,826 days,8,6,1475.144,5,3,2,532,Loyal
2009,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,South,OFF-AR-10001315,Office Supplies,Art,Newell 310,4.224,3,0.2,0.4752,2014,11,11.25,1.4080000000000001,6 days,Medium Discount,1.32,8.448,31.25,1076 days,65,7,2279.5860000000002,3,4,3,343,Needs Attention
2010,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,South,OFF-AP-10002118,Office Supplies,Appliances,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",333.056,2,0.2,29.1424,2014,11,8.75,166.528,6 days,Medium Discount,95.75359999999999,666.112,28.749999999999996,1076 days,65,7,2279.5860000000002,3,4,3,343,Needs Attention
2011,CA-2014-116407,2014-11-15,2014-11-21,Standard Class,JF-15190,Jamie Frazer,Consumer,Johnson City,Tennessee,South,OFF-PA-10002137,Office Supplies,Paper,"Southworth 100% Résumé Paper, 24lb.",24.896,4,0.2,7.78,2014,11,31.25,6.224,6 days,Medium Discount,12.7592,49.792,51.24999999999999,1076 days,65,7,2279.5860000000002,3,4,3,343,Needs Attention
2012,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,Stuart Calhoun,Consumer,Houston,Texas,Central,TEC-AC-10001606,Technology,Accessories,Logitech Wireless Performance Mouse MX for PC and Mac,159.984,2,0.2,35.9964,2015,12,22.5,79.992,0 days,Medium Discount,67.9932,319.968,42.5,720 days,30,4,279.25600000000003,4,2,1,421,Promising
2013,CA-2015-155761,2015-12-11,2015-12-11,Same Day,SC-20800,Stuart Calhoun,Consumer,Houston,Texas,Central,OFF-ST-10000943,Office Supplies,Storage,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,46.344,3,0.2,4.6344,2015,12,10.0,15.448,0 days,Medium Discount,13.903200000000002,92.688,30.000000000000004,720 days,30,4,279.25600000000003,4,2,1,421,Promising
2014,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,South,FUR-CH-10001854,Furniture,Chairs,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,350.98,1,0.0,84.2352,2016,9,24.0,350.98,5 days,No Discount,84.2352,701.96,24.0,994 days,162,8,5664.022,2,4,5,245,Can't Lose Them
2015,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,South,OFF-PA-10000533,Office Supplies,Paper,Southworth Parchment Paper & Envelopes,13.08,2,0.0,6.0168,2016,9,46.0,6.54,5 days,No Discount,6.0168,26.16,46.0,994 days,162,8,5664.022,2,4,5,245,Can't Lose Them
2016,CA-2016-145905,2016-09-18,2016-09-23,Standard Class,AM-10705,Anne McFarland,Consumer,Auburn,Alabama,South,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,900.08,4,0.0,117.0104,2016,9,13.0,225.02,5 days,No Discount,117.0104,1800.16,13.0,994 days,162,8,5664.022,2,4,5,245,Can't Lose Them
2017,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,West,OFF-BI-10000088,Office Supplies,Binders,GBC Imprintable Covers,17.568,2,0.2,6.3684,2015,3,36.25,8.784,4 days,Medium Discount,9.882000000000001,35.136,56.25,1168 days,77,6,659.1379999999999,3,3,1,331,Potential Loyalist
2018,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,West,OFF-LA-10000240,Office Supplies,Labels,Self-Adhesive Address Labels for Typewriters by Universal,14.62,2,0.0,6.8714,2015,3,47.0,7.31,4 days,No Discount,6.8714,29.24,47.0,1168 days,77,6,659.1379999999999,3,3,1,331,Potential Loyalist
2019,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,West,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,33.36,4,0.0,8.6736,2015,3,26.0,8.34,4 days,No Discount,8.6736,66.72,26.0,1168 days,77,6,659.1379999999999,3,3,1,331,Potential Loyalist
2020,CA-2015-113110,2015-03-19,2015-03-23,Standard Class,BK-11260,Berenike Kampe,Consumer,San Bernardino,California,West,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",40.14,6,0.0,19.6686,2015,3,49.00000000000001,6.69,4 days,No Discount,19.6686,80.28,49.00000000000001,1168 days,77,6,659.1379999999999,3,3,1,331,Potential Loyalist
2025,US-2017-111241,2017-08-20,2017-08-22,Second Class,GM-14500,Gene McClure,Consumer,Fresno,California,West,OFF-BI-10002867,Office Supplies,Binders,GBC Recycled Regency Composition Covers,239.12,5,0.2,77.714,2017,8,32.5,47.824,2 days,Medium Discount,125.53800000000001,478.24,52.5,1133 days,106,10,1255.682,2,5,2,252,At Risk
2026,CA-2015-114237,2015-03-13,2015-03-15,First Class,MC-17275,Marc Crier,Consumer,Seattle,Washington,West,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",141.96,2,0.0,39.7488,2015,3,28.000000000000004,70.98,2 days,No Discount,39.7488,283.92,28.000000000000004,1133 days,76,8,2725.982,3,4,4,344,Needs Attention
2035,CA-2017-162481,2017-09-25,2017-09-29,Standard Class,CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,Central,OFF-BI-10002976,Office Supplies,Binders,ACCOHIDE Binder by Acco,8.26,2,0.0,3.8822,2017,9,47.0,4.13,4 days,No Discount,3.8822,16.52,47.0,1237 days,96,8,3241.898,3,4,4,344,Needs Attention
2036,CA-2017-162481,2017-09-25,2017-09-29,Standard Class,CT-11995,Carol Triggs,Consumer,Rochester,Minnesota,Central,FUR-CH-10003061,Furniture,Chairs,"Global Leather Task Chair, Black",269.97,3,0.0,51.2943,2017,9,18.999999999999996,89.99000000000001,4 days,No Discount,51.2943,539.94,18.999999999999996,1237 days,96,8,3241.898,3,4,4,344,Needs Attention
2049,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10004848,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",289.8,7,0.2,36.225,2015,7,12.5,41.4,2 days,Medium Discount,94.185,579.6,32.5,1057 days,43,11,2372.75,4,5,3,453,Loyal
2050,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10004022,Office Supplies,Binders,Acco Suede Grain Vinyl Round Ring Binder,2.502,3,0.7,-2.0016,2015,7,-80.0,0.834,2 days,High Discount (>20%),-0.2502000000000002,5.004,-10.000000000000009,1057 days,43,11,2372.75,4,5,3,453,Loyal
2051,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,East,OFF-BI-10003669,Office Supplies,Binders,3M Organizer Strips,6.48,4,0.7,-4.752,2015,7,-73.33333333333333,1.62,2 days,High Discount (>20%),-0.2160000000000002,12.96,-3.333333333333336,1057 days,43,11,2372.75,4,5,3,453,Loyal
2052,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,East,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,341.488,8,0.3,-73.176,2015,7,-21.42857142857143,42.686,2 days,High Discount (>20%),29.270399999999995,682.976,8.57142857142857,1057 days,43,11,2372.75,4,5,3,453,Loyal
2053,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,East,OFF-AR-10003732,Office Supplies,Art,Newell 333,11.12,5,0.2,0.834,2015,7,7.5,2.2239999999999998,2 days,Medium Discount,3.058,22.24,27.500000000000004,1057 days,43,11,2372.75,4,5,3,453,Loyal
2054,CA-2015-142237,2015-07-11,2015-07-13,First Class,CK-12595,Clytie Kelty,Consumer,Philadelphia,Pennsylvania,East,FUR-FU-10003142,Furniture,Furnishings,"Master Big Foot Doorstop, Beige",25.344,6,0.2,3.4848,2015,7,13.749999999999998,4.224,2 days,Medium Discount,8.5536,50.688,33.75,1057 days,43,11,2372.75,4,5,3,453,Loyal
